x,y,z
-13,-10.3923048454133,0
-13,10.3923048454133,0
-16,-5.19615242270663,0
-16,5.19615242270663,0
17,0,0
-7,-15.5884572681199,0
-7,15.5884572681199,0
-11.5,-12.9903810567666,0
15.5,-7.79422863405995,0
15.5,7.79422863405995,0
-11.5,12.9903810567666,0
14,-10.3923048454133,0
14,10.3923048454133,0
8,-15.5884572681199,0
8,15.5884572681199,0
-17.5,-2.59807621135332,0
-17.5,2.59807621135332,0
17,-5.19615242270663,0
17,5.19615242270663,0
12.5,-12.9903810567666,0
12.5,12.9903810567666,0
0.5,-18.1865334794732,0
0.5,18.1865334794732,0
-2.5,-18.1865334794732,0
-2.5,18.1865334794732,0
-10,-15.5884572681199,0
3.5,-18.1865334794732,0
3.5,18.1865334794732,0
-10,15.5884572681199,0
18.5,-2.59807621135332,0
18.5,2.59807621135332,0
-5.5,-18.1865334794732,0
-5.5,18.1865334794732,0
-19,0,0
-16,-10.3923048454133,0
11,-15.5884572681199,0
11,15.5884572681199,0
-16,10.3923048454133,0
-17.5,-7.79422863405995,0
-17.5,7.79422863405995,0
6.5,-18.1865334794732,0
6.5,18.1865334794732,0
-14.5,-12.9903810567666,0
-14.5,12.9903810567666,0
-19,-5.19615242270663,0
-19,5.19615242270663,0
17,-10.3923048454133,0
17,10.3923048454133,0
20,0,0
-8.5,-18.1865334794732,0
18.5,-7.79422863405995,0
18.5,7.79422863405995,0
-8.5,18.1865334794732,0
15.5,-12.9903810567666,0
15.5,12.9903810567666,0
-13,-15.5884572681199,0
-13,15.5884572681199,0
9.5,-18.1865334794732,0
9.5,18.1865334794732,0
-20.5,-2.59807621135332,0
20,-5.19615242270663,0
20,5.19615242270663,0
-20.5,2.59807621135332,0
-1,-20.7846096908265,0
-1,20.7846096908265,0
2,-20.7846096908265,0
2,20.7846096908265,0
14,-15.5884572681199,0
14,15.5884572681199,0
-4,-20.7846096908265,0
-4,20.7846096908265,0
5,-20.7846096908265,0
5,20.7846096908265,0
-11.5,-18.1865334794732,0
-11.5,18.1865334794732,0
-19,-10.3923048454133,0
21.5,-2.59807621135332,0
21.5,2.59807621135332,0
-19,10.3923048454133,0
-17.5,-12.9903810567666,0
-17.5,12.9903810567666,0
-20.5,-7.79422863405995,0
-7,-20.7846096908265,0
-7,20.7846096908265,0
-20.5,7.79422863405995,0
-22,0,0
12.5,-18.1865334794732,0
12.5,18.1865334794732,0
8,-20.7846096908265,0
8,20.7846096908265,0
-16,-15.5884572681199,0
-16,15.5884572681199,0
20,-10.3923048454133,0
20,10.3923048454133,0
-22,-5.19615242270663,0
18.5,-12.9903810567666,0
18.5,12.9903810567666,0
-22,5.19615242270663,0
21.5,-7.79422863405995,0
21.5,7.79422863405995,0
23,0,0
-10,-20.7846096908265,0
17,-15.5884572681199,0
17,15.5884572681199,0
-10,20.7846096908265,0
-14.5,-18.1865334794732,0
-14.5,18.1865334794732,0
0.5,-23.3826859021798,0
0.5,23.3826859021798,0
-2.5,-23.3826859021798,0
11,-20.7846096908265,0
11,20.7846096908265,0
-2.5,23.3826859021798,0
23,-5.19615242270663,0
23,5.19615242270663,0
-23.5,-2.59807621135332,0
3.5,-23.3826859021798,0
3.5,23.3826859021798,0
-23.5,2.59807621135332,0
15.5,-18.1865334794732,0
15.5,18.1865334794732,0
-5.5,-23.3826859021798,0
-5.5,23.3826859021798,0
-20.5,-12.9903810567666,0
6.5,-23.3826859021798,0
6.5,23.3826859021798,0
-20.5,12.9903810567666,0
-22,-10.3923048454133,0
-22,10.3923048454133,0
-13,-20.7846096908265,0
-13,20.7846096908265,0
-19,-15.5884572681199,0
-19,15.5884572681199,0
24.5,-2.59807621135332,0
24.5,2.59807621135332,0
-23.5,-7.79422863405995,0
-23.5,7.79422863405995,0
-8.5,-23.3826859021798,0
-8.5,23.3826859021798,0
-25,0,0
